Theme,Topic,Recommendation,Grade,Evidence,References,Link
Réanimation,**Traumatisme thoracique**: prise en charge des 48 premieres heures,"A propos des indications et
modalités du support ventilatoire du patient
traumatisé thoracique et de la place de la ventilation non invasive
chez le patient traumatisé thoracique.
En milieu intrahospitalier, face à une hypoxémie, les experts
recommandent de délivrer une ventilation non invasive de type ventilation spontanée avec aide inspiratoire et pression
expiratoire positive (VSAI-PEP) après réalisation d'une
tomodensitométrie et du drainage d'un pneumothorax lorsqu'il
est indiqué, en l'absence de contre-indication à la VNI et dans un
environnement disposant d'une surveillance continue.",1+,"L'évaluation du bénéfice de la ventilation non invasive sur la
morbidité et la mortalité des patients traumatisés thoraciques
hypoxémiques a fait l'objet de cinq études [19–23] et d'une
méta-analyse [24]. Chez les patients hypoxémiques (définis par
un rapport PaO2/FiO2 < 200 mmHg), la ventilation non invasive
permet de réduire le recours à l'intubation (RR = 0,32 IC95
[0,12 ; 0,86]). Elle est associée à une diminution de l'incidence
de pneumopathies (RR = 0,34 IC95 [0,2 ; 0,58]), et contribue par
ce biais à réduire la durée de séjour hospitalier en moyenne de
4 jours. La ventilation non invasive est associée à une diminu-
tion de la mortalité (OR = 0,26 IC95 [0,09 ; 0,71]).","[19] Antonelli M, Conti G, Rocco M, Bufi M, De
Blasi RA, Vivino G, et al. A comparison of
noninvasive positive-pressure ventilation and
conventional mechanical ventilation in
patients with acute respiratory failure. N Engl
J Med 1998;339:429–35.
[20] Bolliger CT, Van Eeden SF. Treatment of
multiple rib fractures. Randomized controlled
trial comparing ventilatory with nonventila-
tory management. Chest 1990;97:943–8.
[21] Gunduz M. A comparative study of contin-
uous positive airway pressure (CPAP) and
intermittent positive pressure ventilation
(IPPV) in patients with flail chest. Emerg
Med J 2005;22:325–9.
[22] Hernandez G, Fernandez R, Lopez-Reina P,
Cuena R, Pedrosa A, Ortiz R, et al. Non-
invasive Ventilation Reduces Intubation in
Chest Trauma-Related Hypoxemia: A Rando-
mized Clinical Trial. Chest 2010;137:74–80.
[23] Ferrer M. Noninvasive ventilation in severe
hypoxemic respiratory failure: a randomized
clinical trial. Am J Respir Crit Care Med
2003;168:1438–44.
[24] Duggal A, Perez P, Golan E, Tremblay L,
Sinuff T. The safety and efficacy of noninva-
sive ventilation in patients with blunt chest
trauma: a systematic review. Crit Care
2013;17:R142.",https://sfar.org/wp-content/uploads/2015/10/2_AFAR_Traumatisme-thoracique-_prise-en-charge-des-48-premieres-heures.pdf
Réanimation,**Traumatisme thoracique**: prise en charge des 48 premieres heures,"A propos des indications et
modalités du support ventilatoire du patient
traumatisé thoracique et de la place de la ventilation non invasive
chez le patient traumatisé thoracique.
La ventilation mécanique après intubation en induction séquence
rapide est recommandée en l'absence d'amélioration clinique ou
gazométrique à une heure.",1+,"Dans une étude épidémiologique prospective multicentrique
conduite chez des patients en détresse respiratoire aiguë hypo-
xémique, incluant 25 % de patients traumatisés du thorax,
Antonelli et al. [25] ont montré qu'un rapport PaO2/FiO2 infé-
rieur à 146 mmHg après une heure de ventilation non invasive
était associé de manière indépendante à la nécessité de recourir
à l'intubation (OR = 2,51 IC95 [1,45 ; 4,35]).
Le patient traumatisé du thorax est un patient réputé à estomac
plein en raison du contexte d'urgence et d'administration de
morphine à visée antalgique. Cette qualification justifie une
induction en séquence rapide lorsque l'intubation est décidée
[26].","[25] Antonelli M, Conti G, Moro ML, Esquinas A,
Gonzalez-Diaz G, Confalonieri M, et al. Pre-
dictors of failure of noninvasive positive pres-
sure ventilation in patients with acute
hypoxemic respiratory failure: a multi-center
study. Intensive Care Med 2001;27:1718–28.
[26] de La Coussaye JE, Adnet F. Sédation et
analgésie en structure d'urgence. Quelles
sont les modalités de la réalisation d'une
sédation et/ou d'une analgésie pour l'intuba-
tion trachéale ? Ann Fr Anesth Reanim
2012;31:313–21.",https://sfar.org/wp-content/uploads/2015/10/2_AFAR_Traumatisme-thoracique-_prise-en-charge-des-48-premieres-heures.pdf
Réanimation,**Traumatisme thoracique**: prise en charge des 48 premieres heures,"A propos des indications et
modalités du support ventilatoire du patient
traumatisé thoracique et des modalités de la ventilation
mécanique chez le patient traumatisé du thorax intubé.
Les experts recommandent que le volume courant soit réglé
entre 6 et 8 mL/kg de poids idéal en raison du caractère non
homogène du poumon traumatisé. La pression plateau doit être
maintenue < 30 cmH2O.",1+,"Plusieurs études interventionnelles ont démontré le bénéfice
sur la mortalité (réduction de 20 à 40 % selon les études) d'une
ventilation dont le volume courant était compris entre 6 et
8 mL/kg de poids idéal [27–33] pour des patients présentant
un syndrome de détresse respiratoire aiguë.
Ces études ne comportaient qu'une faible proportion de patients
traumatisés. Toutefois, les poumons des patients traumatisés
thoraciques ne sont pas assimilables à des poumons sains. Ils
ont subi un traumatisme représentant une première agression.
Les experts considèrent que la ventilation mécanique repré-
sente une seconde agression. À ce titre, ils considèrent que les
conclusions de ces études sont applicables aux patients trau-
matisés thoraciques requérant une intubation, par conséquent
que le volume courant de ces derniers doit être compris entre
6 et 8 mL/kg de poids idéal.","[27] Schultz MJ, Haitsma JJ, Slutsky AS, Gajic O.
What tidal volumes should be used in patients
without acute lung injury? Anesthesiology
2007;106:1226–31.
[28] Villar J, Kacmarek RM, Pérez-Méndez L,
Aguirre-Jaime A. A high positive end-expira-
tory pressure, low tidal volume ventilatory
strategy improves outcome in persistent
acute respiratory distress syndrome: a rando-
mized, controlled trial. Crit Care Med 2006;34:
1311–8.
[29] The ARDS Network. Ventilation with lower
tidal volumes as compared with traditional
tidal volumes for acute lung injury and the
acute respiratory distress syndrome. The
Acute Respiratory Distress Syndrome Net-
work. N Engl J Med 2000;342:1301–8.
[30] Amato MB, Barbas CS, Medeiros DM,
Magaldi RB, Schettino GP, Lorenzi-Filho G,
et al. Effect of a protective-ventilation strat-
egy on mortality in the acute respiratory dis-
tress syndrome. N Engl J Med 1998;338:
347–54.
[31] Meade MO, Cook DJ, Guyatt GH, Slutsky AS,
Arabi YM, Cooper DJ, et al. Ventilation strat-
egy using low tidal volumes, recruitment
maneuvers, and high positive end-expiratory
pressure for acute lung injury and acute
respiratory distress syndrome: a randomized
controlled trial. JAMA 2008;299:637–45.
[32] Stewart TE, Meade MO, Cook DJ, Granton JT,
Hodder RV, Lapinsky SE, et al. Evaluation of a
ventilation strategy to prevent barotrauma in
patients at high risk for acute respiratory dis-
tress syndrome. Pressure- and Volume-Lim-
ited Ventilation Strategy Group. N Engl J Med
1998;338:355–61.
[33] Brochard L, Roudot-Thoraval F, Roupie E,
Delclaux C, Chastre J, Fernandez-Mondéjar
E, et al. Tidal volume reduction for prevention
of ventilator-induced lung injury in acute
respiratory distress syndrome. The Multicen-
ter Trail Group on Tidal Volume reduction in
ARDS. Am J Respir Crit Care Med 1998;158:
1831–8.",https://sfar.org/wp-content/uploads/2015/10/2_AFAR_Traumatisme-thoracique-_prise-en-charge-des-48-premieres-heures.pdf
Réanimation,**Traumatisme thoracique**: prise en charge des 48 premieres heures,"A propos des indications et
modalités du support ventilatoire du patient
traumatisé thoracique et des modalités de la ventilation
mécanique chez le patient traumatisé du thorax intubé.
Chez le patient hypoxémique, les experts proposent d'adapter la
PEP afin de maintenir une FiO2 < 60 % et une SpO2 > 92 % si la
tolérance hémodynamique et ventilatoire le permet. La PEP doit
être au moins égale à 5 cmH2O.",2+,"Plusieurs études interventionnelles ont démontré le
bénéfice sur la mortalité d'une ventilation protectrice compor-
tant une pression expiratoire ( 5 cmH2O) [28–33] chez
des patients présentant un syndrome de détresse respiratoire
aigu.
Dans une méta-analyse colligeant les données des études
ALVEOLI [34], LOVS [30] et EXPRESS [35], Briel et al. [36] ont
montré, chez des patients hypoxémiques (rapport PaO2/
FiO2 < 200 mmHg), que l'augmentation du niveau de PEP était
associée à une diminution de la mortalité hospitalière
(OR = 0,90 IC95 [0,81 ; 1,00]), de la mortalité en réanimation
(OR = 0,85 IC95[0,76 ; 0,95]), et permettait d'augmenter de 7 à
12 le nombre de jours sans ventilation mécanique au cours des
quatre premières semaines. Les hauts niveaux de PEP
(> 10 cmH2O) étaient sans effet sur l'incidence des pneumo-
thorax pas plus que sur le recours aux vasopresseurs. Notons
toutefois que ces trois études ne comportaient que 6 % de
patients traumatisés. Les experts considèrent que les conclu-
sions de ces études sont applicables aux patients traumatisés
thoraciques. Néanmoins la balance bénéfice/risque reste
encore à préciser et le niveau de preuve global est plus faible
que pour les études sur la réduction du volume courant, expli-
quant un niveau de recommandation inférieur. L'évaluation de
la tolérance s'appliquera à rechercher une instabilité hémody-
namique, des asynchronies, des fuites et un inconfort ventila-
toire du patient.","[28] Villar J, Kacmarek RM, Pérez-Méndez L,
Aguirre-Jaime A. A high positive end-expira-
tory pressure, low tidal volume ventilatory
strategy improves outcome in persistent
acute respiratory distress syndrome: a rando-
mized, controlled trial. Crit Care Med 2006;34:
1311–8.
[29] The ARDS Network. Ventilation with lower
tidal volumes as compared with traditional
tidal volumes for acute lung injury and the
acute respiratory distress syndrome. The
Acute Respiratory Distress Syndrome Net-
work. N Engl J Med 2000;342:1301–8.
[30] Amato MB, Barbas CS, Medeiros DM,
Magaldi RB, Schettino GP, Lorenzi-Filho G,
et al. Effect of a protective-ventilation strat-
egy on mortality in the acute respiratory dis-
tress syndrome. N Engl J Med 1998;338:
347–54.
[31] Meade MO, Cook DJ, Guyatt GH, Slutsky AS,
Arabi YM, Cooper DJ, et al. Ventilation strat-
egy using low tidal volumes, recruitment
maneuvers, and high positive end-expiratory
pressure for acute lung injury and acute
respiratory distress syndrome: a randomized
controlled trial. JAMA 2008;299:637–45.
[32] Stewart TE, Meade MO, Cook DJ, Granton JT,
Hodder RV, Lapinsky SE, et al. Evaluation of a
ventilation strategy to prevent barotrauma in
patients at high risk for acute respiratory dis-
tress syndrome. Pressure- and Volume-Lim-
ited Ventilation Strategy Group. N Engl J Med
1998;338:355–61.
[33] Brochard L, Roudot-Thoraval F, Roupie E,
Delclaux C, Chastre J, Fernandez-Mondéjar
E, et al. Tidal volume reduction for prevention
of ventilator-induced lung injury in acute
respiratory distress syndrome. The Multicen-
ter Trail Group on Tidal Volume reduction in
ARDS. Am J Respir Crit Care Med 1998;158:
1831–8.
[34] Brower RG, Lanken PN, MacIntyre N, Mat-
thay MA, Morris A, Ancukiewicz M, et al.
Higher versus lower positive end-expiratory
pressures in patients with the acute respira-
tory distress syndrome. N Engl J Med
2004;351:327–36.
[35] Mercat A, Richard J-CM, Vielle B, Jaber S,
Osman D, Diehl JL, et al. Positive end-expira-
tory pressure setting in adults with acute lung
injury and acute respiratory distress syn-
drome: a randomized controlled trial. JAMA
2008;299:646–55.
[36] Briel M, Meade M, Mercat A, Brower RG,
Talmor D, Walter SD, et al. Higher vs lower
positive end-expiratory pressure in patients
with acute lung injury and acute respiratory
distress syndrome: systematic review and
meta-analysis. JAMA 2010;303:865–73.",https://sfar.org/wp-content/uploads/2015/10/2_AFAR_Traumatisme-thoracique-_prise-en-charge-des-48-premieres-heures.pdf
Réanimation,**Traumatisme thoracique**: prise en charge des 48 premieres heures,"A propos des stratégies analgésiques
pour les traumatismes thoraciques et des modalités et  objectifs de
l'analgésie en préhospitalier.
Lors d'un traumatisme thoracique, le contrôle de la douleur est
une urgence. Les experts recommandent une évaluation
systématique de l'intensité de la douleur en utilisant une échelle
numérique (EN) de première intention, sinon une échelle verbale
simple (EVS). La mesure de l'intensité doit se faire au repos, mais
aussi lors de la toux et de l'inspiration profonde.",2+,"Il n'existe pas d'étude préhospitalière démontrant spécifique-
ment l'intérêt d'un contrôle urgent de la douleur dans ce
contexte. Cependant, plusieurs études ont démontré l'impor-
tance d'une analgésie de qualité sur certains paramètres venti-
latoires ainsi que sur le risque de complications pulmonaires
[37–40]. La balance bénéfice risque est donc nettement en
faveur de cette recommandation. Par ailleurs, les recomman-
dations formalisées d'experts sur la sédation et l'analgésie en
situation d'urgence de 2010 ont estimé que la prise en charge
de la douleur devait être la plus précoce possible [41]. L'échelle
numérique (EN) a été validée en médecine d'urgence [42]. Elle
est fortement corrélée à l'échelle visuelle analogique et est
utilisable dans 96 % des cas, dans ce contexte [43].","[37] Bulger EM, Edwards T, Klotz P, Jurkovich GJ.
Epidural analgesia improves outcome after
multiple rib fractures. Surgery 2004;136:
426–30.
[38] Moon MR, Luchette FA, Gibson SW, Crews J,
Sudarshan G, Hurst JM, et al. Prospective
randomised comparison of epidural versus
parenteral opioid analgesia in thoracic
trauma. Ann Surg 1999;229:684–91.
[39] Mackersie RC, Karagianes TG, Hoyt DB, Davis
JW. Prospective evaluation of epidural and
intravenous administration of fentanyl for
pain control and restoration of ventilatory
function following multiple rib fractures. J
Trauma 1991;31:443–9.
[40] Ullman DA, Fortune JB, Greenhouse BB,
Wimpy RE, Kenedy TM. The treatment of
patients with multiple rib fractures using con-
tinuous thoracic epidural narcotic infusion.
Reg Anesth 1989;14:43–7.
[41] Vivien B, Adnet F, Bounes V, Cheron G,
Combes X, David JS, et al. Recommandations
formalisées d'experts 2010 : sédation et
analgésie en structure d'urgence (réactualisa-
tion de la conférence d'experts de la SFAR de
1999). Ann Fr Med Urg 2011;1:57–71.
[42] Berthier F, Potel G, Leconte P, Touze MD,
Baron D. Comparative study of methods of
measuring acute pain intensity in an ED. Am J
Emerg Med 1998;16:132–6.
[43] Bijur PE, Latimer CT, Gallagher EJ. Validation of
a verbally administered numerical rating scale
of acute pain for use in the emergency depart-
ment. Acad Emerg Med 2003;10:390– 2.",https://sfar.org/wp-content/uploads/2015/10/2_AFAR_Traumatisme-thoracique-_prise-en-charge-des-48-premieres-heures.pdf
Réanimation,**Traumatisme thoracique**: prise en charge des 48 premieres heures,"A propos des stratégies analgésiques
pour les traumatismes thoraciques et des modalités et  objectifs de
l'analgésie en préhospitalier.
En présence d'une douleur intense une titration par morphine est
recommandée avec pour objectif le soulagement défini par une
EN 3 ou EVS < 2",1+,"Il est clairement démontré que la morphine est efficace sur les
douleurs aiguës. Il y a une corrélation modérée mais positive
entre la dose de morphine nécessaire pour obtenir un soula-
gement et l'intensité douloureuse initiale en postopératoire
immédiat [44]. Il existe surtout une très grande variabilité de
dose de morphine nécessaire pour être soulagé entre les
patients, ce qui impose de fait la titration [44]. Aux urgences,
l'efficacité sur la douleur d'une titration de morphine bien
conduite a été démontrée par Lvovschi [45] sur 82 % des
621 patients traités pour douleur sévère. Les protocoles de
titration sont fixés par les Recommandations formalisées d'experts sur l'analgésie et sédation en médecine d'urgence de
2010 [41].","[41] Vivien B, Adnet F, Bounes V, Cheron G,
Combes X, David JS, et al. Recommandations
formalisées d'experts 2010 : sédation et
analgésie en structure d'urgence (réactualisa-
tion de la conférence d'experts de la SFAR de
1999). Ann Fr Med Urg 2011;1:57–71.",https://sfar.org/wp-content/uploads/2015/10/2_AFAR_Traumatisme-thoracique-_prise-en-charge-des-48-premieres-heures.pdf
Réanimation,**Traumatisme thoracique**: prise en charge des 48 premieres heures,"A propos des stratégies analgésiques
pour les traumatismes thoraciques et des modalités et  objectifs de
l'analgésie en préhospitalier.
Pour la mobilisation du patient, après une titration morphinique
bien conduite mais insuffisante, les experts recommandent
l'utilisation de la kétamine.
Si un geste invasif s'avère nécessaire, il doit se faire avec une
analgésie sédation efficace.",AE,"Lors de la mobilisation d'un patient traumatisé une sédation est
souvent nécessaire. En médecine d'urgence, 3 molécules ont été
évaluées, le midazolam, le propofol et la kétamine. L'intérêt de la
kétamine dans la sédation analgésie procédurale a été bien
démontrée permettant une sédation adaptée avec un taux élevé
de satisfaction des patients [46,47]. Par rapport au propofol, la
kétamine est associée à un taux d'apnée ou d'hypoxémie infé-
rieur ou égal à celui du propofol, en fonction des études [48]. Le
midazolam est associé à des apnées ou des hypoxémies et à un
retard de réveil. Il s'agit d'une sédation en ventilation spontanée
sans protection des voies aériennes et la balance bénéfice/risque
doit être bien mesurée pour chaque patient [41].","[41] Vivien B, Adnet F, Bounes V, Cheron G,
Combes X, David JS, et al. Recommandations
formalisées d'experts 2010 : sédation et
analgésie en structure d'urgence (réactualisa-
tion de la conférence d'experts de la SFAR de
1999). Ann Fr Med Urg 2011;1:57–71.
[46] Sih K, Campbell SG, Magee K, Zed PJ.
Ketamine in adult emergency medicine: con-
troversies and recent advances. Ann Phar-
macother 2011;45:1525–34.
[47] Vardy JM, Dignon N, Mukherjee N, Sami DM,
Balachandran G, Taylor S. Audit of the safety
and effectiveness of ketamine for procedural
sedation in the emergency department.
Emerg Med J 2008;25:579–82.
[48] Miner JR, Gray RO, Bahr J, Patel R, McGill JW.
Randomized clinical trial of propofol versus
ketamine for procedural sedation in the emer-
gency department. Acad Emerg Med
2010;17:604–11.",https://sfar.org/wp-content/uploads/2015/10/2_AFAR_Traumatisme-thoracique-_prise-en-charge-des-48-premieres-heures.pdf
Réanimation,**Traumatisme thoracique**: prise en charge des 48 premieres heures,"A propos des stratégies analgésiques
pour les traumatismes thoraciques et des modalités et  objectifs de
l'analgésie en intrahospitalier.
Les experts suggèrent d'évaluer la douleur spontanée de repos et
d'effort (toux efficace et inspiration profonde) grâce aux échelles
numérique (EN) ou verbale simple (EVS). Les experts suggèrent
que l'objectif cible soit une EN inférieure ou égale à 3 ou une EVS
inférieure ou égale à 2.",2+,"L'auto-évaluation de la douleur est nécessaire car elle permet
d'adapter correctement le traitement et est moins subjective
que celle faite par le personnel soignant [49]. L'échelle numé-
rique (EN) est simple et facile d'utilisation, comparable à l'EVS
[50]. Cette évaluation doit être effectuée au repos et lors des
mouvements stimulant la cage thoracique (notamment la toux
et la kinésithérapie respiratoire).","[49] Benhamou D. Évaluation de la douleur post-
opératoire. Ann Fr Anesth Reanim 1998;
17:55572.
[50] Gagliese L, Weizblit N, Ellis W, Chan VW. The
measurement of postoperative pain: a com-
parison of intensity scales in younger and
older surgical patients. Pain 2005;117:412–20.",https://sfar.org/wp-content/uploads/2015/10/2_AFAR_Traumatisme-thoracique-_prise-en-charge-des-48-premieres-heures.pdf
Réanimation,**Traumatisme thoracique**: prise en charge des 48 premieres heures,"A propos des stratégies analgésiques
pour les traumatismes thoraciques et des modalités et  objectifs de
l'analgésie en intrahospitalier.
L'anesthésie locorégionale (ALR) doit pouvoir être proposée chez
le patient à risque ainsi que chez le patient présentant une
douleur non contrôlée dans les 12 heures.",1+,"Les patients présentant des lésions costales sont susceptibles de
développer des complications, notamment respiratoires par
défaut de toux en rapport avec des douleurs. Celles-ci sont
reliées avec le nombre de fractures de côtes. De même, les
sujets âgés sont plus à risque de développer des complications
respiratoires [51]. L'intérêt d'une analgésie par technique loco-
régionale est rapporté depuis longtemps. En 2004, Bulger mon-
trait dans une étude prospective randomisée bien contrôlée la
supériorité de l'APD sur la PCA sur le risque développement de
pneumonies (RR = 6 IC95 [1–35]) [37]. De même, Moon et al.
[38] ont mis en évidence une augmentation du volume courant
de 45 % entre j1 et j3 après un traumatisme thoracique dans le
groupe traité avec une péridurale thoracique alors qu'il dimi-
nuait de 56 % dans le groupe traité avec morphine systémique.
L'intérêt pour cette technique en traumatologie thoracique est
justifié par les données de chirurgie thoracique où la technique a
montré depuis longtemps une supériorité sur l'analgésie systé-
mique en termes d'efficacité (recours à d'autres analgésiques),
de complications (moins de sédation, nausées et vomisse-
ments) et surtout de complications respiratoires [37,52,53].
Concernant la comparaison des techniques analgésiques entre
elles, une méta-analyse récente rapporte la supériorité du bloc
para vertébral notamment en termes de réduction des compli-
cations hypotensives (RR = 0,11 IC95 [0,05–0,25]) et de fré-
quence des échecs de pose (RR = 0,51 IC95 [0,30–0,86]) en
comparaison avec l'analgésie péridurale [54].
Cependant, du fait même de la technique, le bloc paravertébral
ne peut être proposé que des fractures de côtes unilatérales et
peu étendues [55].","[37] Bulger EM, Edwards T, Klotz P, Jurkovich GJ.
Epidural analgesia improves outcome after
multiple rib fractures. Surgery 2004;136:
426–30.
[38] Moon MR, Luchette FA, Gibson SW, Crews J,
Sudarshan G, Hurst JM, et al. Prospective
randomised comparison of epidural versus
parenteral opioid analgesia in thoracic
trauma. Ann Surg 1999;229:684–91.
[51] Kieninger AN, Bair HA, Bendick PJ, Howells
GA. Epidural versus intravenous pain control
in elderly patients with rib fractures. Am J Surg
2005;189:327–30.
[52] Joshi GP, Bonnet F, Shah R, Wilkinson RC,
Camu F, Fischer B, et al. A systematic review
of randomized trials evaluating regional tech-
niques for post thoracotomy analgesia.
Anesth Analg 2008;107:1026–40.
[53] Behera BK, Puri GD, Ghai B. Patient-con-
trolled epidural analgesia with fentanyl and
bupivacaine provides better analgesia than
intravenous morphine patient-controlled
analgesia for early thoracotomy pain. J Post-
grad Med 2008;54:86–90.
[54] Ding X, Jin S, Niu X, Ren H, Fu S, Li Q. A
comparison of the analgesia efficacy and side
effects of paravertebral compared with epi-
dural blockade for thoracotomy: an updated
meta-analysis. PLoS One 2014;9:e96233.
[55] Karmakar MK. Thoracic paravertebral block.
Anesthesiology 2001;95:771–80.",https://sfar.org/wp-content/uploads/2015/10/2_AFAR_Traumatisme-thoracique-_prise-en-charge-des-48-premieres-heures.pdf
Réanimation,**Traumatisme thoracique**: prise en charge des 48 premieres heures,"A propos des stratégies analgésiques
pour les traumatismes thoraciques et des modalités et  objectifs de
l'analgésie en intrahospitalier.
Il faut probablement préférer le bloc para vertébral à l'analgésie
péridurale lors de lésions costales unilatérales et si possible sous
contrôle échographique pour la mise en place d'un cathéter.",2+,"Les patients présentant des lésions costales sont susceptibles de
développer des complications, notamment respiratoires par
défaut de toux en rapport avec des douleurs. Celles-ci sont
reliées avec le nombre de fractures de côtes. De même, les
sujets âgés sont plus à risque de développer des complications
respiratoires [51]. L'intérêt d'une analgésie par technique loco-
régionale est rapporté depuis longtemps. En 2004, Bulger mon-
trait dans une étude prospective randomisée bien contrôlée la
supériorité de l'APD sur la PCA sur le risque développement de
pneumonies (RR = 6 IC95 [1–35]) [37]. De même, Moon et al.
[38] ont mis en évidence une augmentation du volume courant
de 45 % entre j1 et j3 après un traumatisme thoracique dans le
groupe traité avec une péridurale thoracique alors qu'il dimi-
nuait de 56 % dans le groupe traité avec morphine systémique.
L'intérêt pour cette technique en traumatologie thoracique est
justifié par les données de chirurgie thoracique où la technique a
montré depuis longtemps une supériorité sur l'analgésie systé-
mique en termes d'efficacité (recours à d'autres analgésiques),
de complications (moins de sédation, nausées et vomisse-
ments) et surtout de complications respiratoires [37,52,53].
Concernant la comparaison des techniques analgésiques entre
elles, une méta-analyse récente rapporte la supériorité du bloc
para vertébral notamment en termes de réduction des compli-
cations hypotensives (RR = 0,11 IC95 [0,05–0,25]) et de fré-
quence des échecs de pose (RR = 0,51 IC95 [0,30–0,86]) en
comparaison avec l'analgésie péridurale [54].
Cependant, du fait même de la technique, le bloc paravertébral
ne peut être proposé que des fractures de côtes unilatérales et
peu étendues [55].","[37] Bulger EM, Edwards T, Klotz P, Jurkovich GJ.
Epidural analgesia improves outcome after
multiple rib fractures. Surgery 2004;136:
426–30.
[38] Moon MR, Luchette FA, Gibson SW, Crews J,
Sudarshan G, Hurst JM, et al. Prospective
randomised comparison of epidural versus
parenteral opioid analgesia in thoracic
trauma. Ann Surg 1999;229:684–91.
[51] Kieninger AN, Bair HA, Bendick PJ, Howells
GA. Epidural versus intravenous pain control
in elderly patients with rib fractures. Am J Surg
2005;189:327–30.
[52] Joshi GP, Bonnet F, Shah R, Wilkinson RC,
Camu F, Fischer B, et al. A systematic review
of randomized trials evaluating regional tech-
niques for post thoracotomy analgesia.
Anesth Analg 2008;107:1026–40.
[53] Behera BK, Puri GD, Ghai B. Patient-con-
trolled epidural analgesia with fentanyl and
bupivacaine provides better analgesia than
intravenous morphine patient-controlled
analgesia for early thoracotomy pain. J Post-
grad Med 2008;54:86–90.
[54] Ding X, Jin S, Niu X, Ren H, Fu S, Li Q. A
comparison of the analgesia efficacy and side
effects of paravertebral compared with epi-
dural blockade for thoracotomy: an updated
meta-analysis. PLoS One 2014;9:e96233.
[55] Karmakar MK. Thoracic paravertebral block.
Anesthesiology 2001;95:771–80.",https://sfar.org/wp-content/uploads/2015/10/2_AFAR_Traumatisme-thoracique-_prise-en-charge-des-48-premieres-heures.pdf
